movie_id,closest_movie_ids,similarity_scores
710,"[253, 36670, 646, 682, 699, 700, 667, 658, 708, 58233]","[0.5753920078277588, 0.5485482215881348, 0.5291546583175659, 0.5085278749465942, 0.4891500473022461, 0.4829697906970978, 0.4803644120693207, 0.48000073432922363, 0.4672611951828003, 0.4554082751274109]"
2275,"[10212, 272724, 43539, 11560, 39895, 68924, 50601, 26791, 11229, 13909]","[0.5260306596755981, 0.5209699273109436, 0.4925265908241272, 0.489388108253479, 0.48924553394317627, 0.46648651361465454, 0.4592881202697754, 0.45677560567855835, 0.45261406898498535, 0.4515550136566162]"
37165,"[4912, 8435, 874, 310, 2501, 12573, 14112, 496, 15389, 43653]","[0.4264622926712036, 0.42161309719085693, 0.4183195233345032, 0.41475337743759155, 0.4126057028770447, 0.40954428911209106, 0.4082070589065552, 0.40780675411224365, 0.40550684928894043, 0.40544986724853516]"
9837,"[29996, 22908, 81005, 22301, 9313, 8095, 14631, 9821, 48382, 147441]","[0.4834960103034973, 0.48283183574676514, 0.45850345492362976, 0.4482361078262329, 0.43262243270874023, 0.43188154697418213, 0.43077999353408813, 0.42439013719558716, 0.4234316051006317, 0.4230593144893646]"
10708,"[232672, 336004, 241254, 2830, 175291, 31640, 158752, 76996, 10426, 46261]","[0.4632258415222168, 0.45346084237098694, 0.44384801387786865, 0.4416034519672394, 0.43024295568466187, 0.42551368474960327, 0.41990214586257935, 0.4091976284980774, 0.4085395932197571, 0.4033201038837433]"
136400,"[75656, 59962, 9366, 224569, 9631, 256092, 13051, 5820, 26486, 9618]","[0.5890082120895386, 0.5483598113059998, 0.5391942262649536, 0.5217114686965942, 0.5061814188957214, 0.5003093481063843, 0.4976445138454437, 0.49421679973602295, 0.48921340703964233, 0.48862749338150024]"
10992,"[39691, 10481, 1577, 1576, 36696, 3050, 8942, 13700, 19585, 55]","[0.5144281387329102, 0.480049729347229, 0.4747699797153473, 0.4592471420764923, 0.453557550907135, 0.4329441785812378, 0.42288368940353394, 0.421608030796051, 0.4211071729660034, 0.41789817810058594]"
9654,"[109513, 5503, 41283, 77332, 136797, 82682, 1637, 22907, 48309, 5236]","[0.563481330871582, 0.5018408298492432, 0.49069568514823914, 0.48712703585624695, 0.4816192090511322, 0.4770830571651459, 0.47400224208831787, 0.473374605178833, 0.46197643876075745, 0.4616108536720276]"
2642,"[14536, 1585, 10603, 4133, 37080, 9930, 4523, 14849, 38167, 7350]","[0.522750198841095, 0.492615669965744, 0.48463940620422363, 0.46979862451553345, 0.4589208662509918, 0.44437357783317566, 0.44407275319099426, 0.44381117820739746, 0.4406660795211792, 0.4343119263648987]"
8916,"[20542, 59859, 1577, 34851, 1722, 619, 11253, 1724, 16320, 8373]","[0.4901770353317261, 0.46288686990737915, 0.46144628524780273, 0.46030282974243164, 0.4572983384132385, 0.43952473998069763, 0.4377595782279968, 0.4344099462032318, 0.43327081203460693, 0.42501312494277954]"
19899,"[35688, 38031, 37786, 1164, 25113, 48034, 48988, 153518, 77156, 232672]","[0.5640822649002075, 0.4682505130767822, 0.4318772554397583, 0.42554807662963867, 0.40324705839157104, 0.402353435754776, 0.4023212194442749, 0.398958295583725, 0.3928714990615845, 0.39034080505371094]"
2119,"[10477, 46727, 301351, 146227, 33468, 8488, 41283, 10414, 39055, 23330]","[0.5081016421318054, 0.5067193508148193, 0.49731191992759705, 0.47655051946640015, 0.4688071608543396, 0.46101272106170654, 0.4505510926246643, 0.443981796503067, 0.43600860238075256, 0.4339309334754944]"
9641,"[771, 12133, 609, 165, 88042, 60307, 24150, 11637, 87567, 17663]","[0.4406396150588989, 0.4330493211746216, 0.4103730320930481, 0.40689516067504883, 0.404080331325531, 0.3938944339752197, 0.39117246866226196, 0.38086163997650146, 0.37969762086868286, 0.3792383670806885]"
294254,"[16110, 308531, 70981, 55180, 253412, 2114, 106, 10136, 9360, 9488]","[0.4819309711456299, 0.45937874913215637, 0.45554178953170776, 0.4505259394645691, 0.45003068447113037, 0.44028526544570923, 0.43937504291534424, 0.4371270537376404, 0.4367418587207794, 0.433607280254364]"
38167,"[18701, 12093, 4523, 13501, 14054, 63492, 39053, 6961, 62677, 55721]","[0.5009771585464478, 0.5006534457206726, 0.48826050758361816, 0.478385329246521, 0.4749613404273987, 0.4625507891178131, 0.4613375961780548, 0.45917874574661255, 0.45496201515197754, 0.4464437961578369]"
5994,"[14113, 18808, 16205, 17113, 41144, 75612, 107315, 1865, 14474, 292481]","[0.6320317387580872, 0.6179628372192383, 0.6163020730018616, 0.592565655708313, 0.5820416808128357, 0.5799165964126587, 0.5793854594230652, 0.5762602090835571, 0.5709255933761597, 0.5686434507369995]"
39514,"[146216, 4108, 4477, 13056, 4816, 256740, 36593, 7220, 59961, 174]","[0.588568389415741, 0.4630591869354248, 0.4471617341041565, 0.435808002948761, 0.4276590943336487, 0.42739787697792053, 0.4245668649673462, 0.4241202175617218, 0.4122849106788635, 0.4110546112060547]"
9563,"[12586, 21801, 200505, 4942, 77875, 21512, 13680, 51942, 14709, 176124]","[0.48261404037475586, 0.4704814851284027, 0.4555783271789551, 0.43554553389549255, 0.43502506613731384, 0.43020200729370117, 0.4284558892250061, 0.4274783730506897, 0.42687147855758667, 0.4217405319213867]"
547,"[30979, 276907, 11283, 14256, 11600, 25428, 12479, 10786, 12160, 52790]","[0.42003342509269714, 0.39622724056243896, 0.3945728540420532, 0.38664641976356506, 0.381093829870224, 0.38010093569755554, 0.37750351428985596, 0.36612263321876526, 0.3655703067779541, 0.3648521900177002]"
1538,"[14034, 10833, 8810, 34549, 41283, 328111, 136797, 13836, 11576, 11545]","[0.4979333281517029, 0.4973199963569641, 0.47468313574790955, 0.4685927629470825, 0.4413979649543762, 0.43772315979003906, 0.43402615189552307, 0.4187312722206116, 0.4172419011592865, 0.4154932498931885]"
9334,"[1579, 9543, 9626, 47890, 1969, 76649, 27022, 308531, 14869, 227707]","[0.4596816897392273, 0.43173956871032715, 0.4285804331302643, 0.42055827379226685, 0.4032720923423767, 0.39839720726013184, 0.3941856026649475, 0.39355871081352234, 0.39194920659065247, 0.38917914032936096]"
11128,"[16205, 5994, 1865, 18808, 44113, 310706, 75612, 10461, 14113, 14778]","[0.5531817674636841, 0.5299692153930664, 0.5253714323043823, 0.5142037868499756, 0.5132923722267151, 0.5097498893737793, 0.5087536573410034, 0.49596041440963745, 0.49113696813583374, 0.47185713052749634]"
75780,"[9691, 11306, 206213, 18828, 39895, 25208, 595, 2787, 14435, 5503]","[0.465234637260437, 0.43951499462127686, 0.43680042028427124, 0.43143942952156067, 0.4306436777114868, 0.4305868148803711, 0.4280017912387848, 0.4273492097854614, 0.42728155851364136, 0.424667090177536]"
8914,"[12, 9567, 10416, 10153, 1669, 50942, 152747, 49953, 8814, 190847]","[0.50383460521698, 0.4946244955062866, 0.49188196659088135, 0.4899727404117584, 0.4845050871372223, 0.4802825152873993, 0.45192039012908936, 0.43990808725357056, 0.4333857297897339, 0.4240947961807251]"
13576,"[13963, 17995, 24977, 67675, 54518, 164558, 267860, 181330, 8970, 509]","[0.46284377574920654, 0.4317305088043213, 0.4180184006690979, 0.41048115491867065, 0.40437111258506775, 0.3965038061141968, 0.3852021396160126, 0.36949270963668823, 0.34109270572662354, 0.33967339992523193]"
39538,"[25769, 13460, 1562, 6950, 170, 12484, 1576, 19901, 9920, 290370]","[0.4244546890258789, 0.42110350728034973, 0.40890997648239136, 0.3915596008300781, 0.36836981773376465, 0.3668365478515625, 0.3643973469734192, 0.3402632176876068, 0.337356299161911, 0.3353164792060852]"
10628,"[6972, 8922, 239, 12770, 9290, 12634, 17644, 9671, 8457, 16155]","[0.44109877943992615, 0.42039254307746887, 0.41949254274368286, 0.41555196046829224, 0.4096476435661316, 0.40472620725631714, 0.39933082461357117, 0.398125559091568, 0.39788758754730225, 0.3973900079727173]"
14836,"[10991, 345911, 14033, 28902, 10330, 8839, 55123, 73191, 10160, 82505]","[0.5290364027023315, 0.498476505279541, 0.4848623275756836, 0.4774342477321625, 0.47175437211990356, 0.46994468569755554, 0.46216267347335815, 0.4610065817832947, 0.45260924100875854, 0.45123279094696045]"
8645,"[6950, 4858, 13460, 287424, 20533, 46528, 11306, 10431, 1576, 19585]","[0.5293383598327637, 0.49632593989372253, 0.48064008355140686, 0.4582093060016632, 0.4579854905605316, 0.4518444538116455, 0.44143766164779663, 0.43998318910598755, 0.43763649463653564, 0.4359288215637207]"
9509,"[4170, 7873, 18828, 174751, 78814, 39180, 20533, 273481, 13498, 755]","[0.5573850870132446, 0.5333417654037476, 0.5279700756072998, 0.5187470316886902, 0.5173549652099609, 0.5160090327262878, 0.514686644077301, 0.5126231908798218, 0.5080636143684387, 0.5079325437545776]"
10067,"[89325, 28178, 52032, 38317, 256962, 45791, 15907, 29339, 13536, 16441]","[0.46975716948509216, 0.4695183038711548, 0.45254093408584595, 0.44074547290802, 0.4212716221809387, 0.4206003248691559, 0.41716742515563965, 0.41314470767974854, 0.4105302691459656, 0.402641236782074]"
9384,"[9257, 168672, 11375, 617, 51497, 13051, 17134, 592, 90, 74536]","[0.47566133737564087, 0.4677039384841919, 0.46602222323417664, 0.46112149953842163, 0.45446038246154785, 0.4540475606918335, 0.4508860409259796, 0.44963759183883667, 0.4465973675251007, 0.4463624060153961]"
9279,"[10719, 15582, 24663, 202575, 55465, 13673, 14112, 174311, 51052, 252360]","[0.44690626859664917, 0.4306592345237732, 0.4242236614227295, 0.41919243335723877, 0.4191829562187195, 0.4147098660469055, 0.41449272632598877, 0.4090321660041809, 0.4085069000720978, 0.4017028212547302]"
1487,"[11253, 11026, 228150, 2253, 613, 226458, 38321, 60304, 5925, 11351]","[0.5417917966842651, 0.5060093998908997, 0.5050602555274963, 0.5007770657539368, 0.484261691570282, 0.4838559329509735, 0.4802330732345581, 0.46856966614723206, 0.46511727571487427, 0.46378201246261597]"
9422,"[4566, 12555, 373314, 9754, 881, 9631, 11917, 9390, 10202, 10280]","[0.4723498523235321, 0.4705653190612793, 0.43913206458091736, 0.43595850467681885, 0.42674940824508667, 0.42672669887542725, 0.42539215087890625, 0.4230678677558899, 0.4199739992618561, 0.4188988208770752]"
77174,"[27022, 9378, 22825, 11283, 77931, 671, 274854, 266647, 29514, 52015]","[0.49070829153060913, 0.4671151638031006, 0.4534868001937866, 0.4525927007198334, 0.4370412230491638, 0.43697455525398254, 0.4351269602775574, 0.4310930371284485, 0.4263540506362915, 0.42524319887161255]"
4824,"[47964, 5820, 137094, 9869, 254904, 13056, 9625, 22804, 10431, 2001]","[0.5622957944869995, 0.5424389243125916, 0.5359659194946289, 0.5296651721000671, 0.5179396867752075, 0.49568432569503784, 0.4895588755607605, 0.47958409786224365, 0.4782245457172394, 0.47443777322769165]"
9620,"[12138, 11676, 13950, 134411, 284536, 257091, 37233, 38940, 38717, 19489]","[0.4621042013168335, 0.4544980525970459, 0.4523290991783142, 0.4387660324573517, 0.43746817111968994, 0.42716583609580994, 0.42420780658721924, 0.4224476218223572, 0.42230165004730225, 0.41583025455474854]"
9302,"[361398, 654, 9762, 8848, 11887, 20065, 84200, 385636, 43546, 69668]","[0.5334969162940979, 0.4817691445350647, 0.45545849204063416, 0.45428842306137085, 0.4246143400669098, 0.41909873485565186, 0.41834890842437744, 0.4168836176395416, 0.41314971446990967, 0.41160309314727783]"
10199,"[2062, 417859, 81005, 58595, 73191, 810, 11619, 2454, 10191, 10192]","[0.5057883858680725, 0.4921785295009613, 0.4902229905128479, 0.48901456594467163, 0.4847671687602997, 0.48468315601348877, 0.48034706711769104, 0.47976815700531006, 0.47212785482406616, 0.47183579206466675]"
10771,"[241554, 7873, 257091, 6071, 23742, 10623, 291870, 2122, 9455, 14635]","[0.5381826162338257, 0.5313919186592102, 0.5285956859588623, 0.516609787940979, 0.49540019035339355, 0.4853714108467102, 0.4815216660499573, 0.46751564741134644, 0.4635336101055145, 0.4450511932373047]"
3512,"[45612, 6623, 2320, 44048, 35219, 18487, 5551, 1669, 5172, 10535]","[0.5278041362762451, 0.4940284788608551, 0.4898524284362793, 0.4765186905860901, 0.4736059308052063, 0.4621007442474365, 0.43601685762405396, 0.4305301606655121, 0.4212847352027893, 0.4112092852592468]"
137094,"[9331, 9869, 47964, 4614, 4824, 14113, 1669, 14396, 296098, 23172]","[0.657817006111145, 0.6451345086097717, 0.5601837635040283, 0.5547804832458496, 0.5359659194946289, 0.4823811650276184, 0.4728783071041107, 0.4713880717754364, 0.45711904764175415, 0.45452290773391724]"
274479,"[62008, 50875, 14295, 8780, 10569, 278348, 8842, 75033, 113406, 9950]","[0.4743001163005829, 0.4506903290748596, 0.4345616102218628, 0.4196067452430725, 0.41567057371139526, 0.3895743489265442, 0.3870130777359009, 0.3845023512840271, 0.3800603747367859, 0.36572879552841187]"
267860,"[253, 13576, 117263, 58233, 549, 607, 700, 327833, 573, 1165]","[0.4252588152885437, 0.3852021396160126, 0.38416433334350586, 0.37544047832489014, 0.3740174472332001, 0.37218040227890015, 0.3709556758403778, 0.3684162497520447, 0.3665875196456909, 0.36367273330688477]"
8078,"[679, 8077, 10955, 8814, 1272, 2789, 8413, 1734, 11260, 87421]","[0.690625011920929, 0.5761131048202515, 0.5386778712272644, 0.5142273902893066, 0.5129722356796265, 0.5012690424919128, 0.50113844871521, 0.49357742071151733, 0.4901926815509796, 0.4879835844039917]"
7485,"[260346, 66, 18828, 82507, 59961, 5820, 4929, 48138, 10731, 39303]","[0.5394873023033142, 0.5390064716339111, 0.5122026205062866, 0.511232852935791, 0.5097665786743164, 0.5004725456237793, 0.49057772755622864, 0.4869350790977478, 0.482605904340744, 0.479833722114563]"
170687,"[2312, 9962, 10567, 290555, 10137, 10136, 5876, 9378, 20526, 77883]","[0.48969322443008423, 0.4664378762245178, 0.4521424472332001, 0.4449778199195862, 0.4410230219364166, 0.4377022385597229, 0.43255412578582764, 0.43033650517463684, 0.4263099133968353, 0.4251171052455902]"
6435,"[14054, 12257, 60304, 9374, 165864, 10603, 8643, 11468, 1933, 848]","[0.5676495432853699, 0.5171157717704773, 0.5149552226066589, 0.5095735192298889, 0.507170557975769, 0.49590519070625305, 0.49582165479660034, 0.49441108107566833, 0.49120596051216125, 0.49085819721221924]"
137106,"[11253, 10136, 308531, 11260, 251471, 120, 13688, 818, 71676, 2789]","[0.4600890874862671, 0.44563037157058716, 0.44238513708114624, 0.42989712953567505, 0.42704513669013977, 0.4194125533103943, 0.41494128108024597, 0.40657341480255127, 0.39595526456832886, 0.39380767941474915]"
10040,"[1493, 31064, 291805, 22804, 10391, 273481, 274, 9603, 15365, 49022]","[0.6272943019866943, 0.4582839608192444, 0.43390917778015137, 0.4162721633911133, 0.4137948155403137, 0.39071404933929443, 0.3872080445289612, 0.38617223501205444, 0.3861605226993561, 0.38606196641921997]"
6278,"[848, 8840, 10191, 58595, 10800, 1735, 810, 257932, 5494, 197]","[0.5488820672035217, 0.5395928025245667, 0.5297651290893555, 0.5142274498939514, 0.5045211315155029, 0.4888082444667816, 0.4817158579826355, 0.4696139395236969, 0.4580230414867401, 0.4524720311164856]"
82682,"[94072, 9702, 40805, 13201, 49010, 215918, 241554, 1637, 27581, 169]","[0.5707978010177612, 0.5334876775741577, 0.5318259000778198, 0.5308617949485779, 0.5159482955932617, 0.5146039724349976, 0.5140609741210938, 0.507820725440979, 0.5055803060531616, 0.5029527544975281]"
17610,"[4442, 764, 14873, 18238, 10077, 239571, 347755, 8875, 11152, 68202]","[0.4665543735027313, 0.4583839774131775, 0.45577114820480347, 0.42811527848243713, 0.4272230863571167, 0.4138597846031189, 0.41358065605163574, 0.4044879078865051, 0.40038347244262695, 0.39910176396369934]"
22954,"[1874, 192136, 12277, 12506, 59917, 185567, 39183, 8489, 271331, 1123]","[0.5106081366539001, 0.504968523979187, 0.42801782488822937, 0.42395973205566406, 0.4097878038883209, 0.3936769366264343, 0.38122260570526123, 0.3709857761859894, 0.36409884691238403, 0.3640632629394531]"
16995,"[66, 10858, 9625, 9895, 45612, 11322, 8688, 48138, 3083, 5503]","[0.4530712366104126, 0.4364306330680847, 0.4206260144710541, 0.4106302261352539, 0.4096083343029022, 0.40536582469940186, 0.40512901544570923, 0.40308070182800293, 0.3950046896934509, 0.3940516710281372]"
16558,"[14585, 29371, 1124, 373314, 59436, 9955, 11066, 14849, 37834, 27569]","[0.3860737085342407, 0.37872159481048584, 0.3705449104309082, 0.36814120411872864, 0.34524786472320557, 0.34274810552597046, 0.33326292037963867, 0.3318987488746643, 0.32946348190307617, 0.32915353775024414]"
9849,"[190847, 10016, 34086, 8656, 286217, 7453, 11935, 1685, 861, 122906]","[0.5717145204544067, 0.5572757720947266, 0.5366203784942627, 0.5267163515090942, 0.5261180400848389, 0.513606607913971, 0.5119931697845459, 0.5093984007835388, 0.5042464137077332, 0.5040435791015625]"
5820,"[9631, 954, 9366, 8080, 10871, 4824, 754, 18681, 18828, 59961]","[0.6103134155273438, 0.5959295034408569, 0.5746580958366394, 0.5707671642303467, 0.5515931844711304, 0.5424389243125916, 0.5229235887527466, 0.5218960642814636, 0.5189580917358398, 0.5183506608009338]"
16866,"[75, 31909, 192577, 39513, 5551, 286217, 68179, 9549, 44833, 9849]","[0.49212145805358887, 0.49049124121665955, 0.48577815294265747, 0.47401946783065796, 0.46711254119873047, 0.465818852186203, 0.46529585123062134, 0.4525318741798401, 0.4510461091995239, 0.448086678981781]"
201,"[168, 82700, 193, 54138, 9570, 13475, 199, 10416, 10955, 926]","[0.589393138885498, 0.5510939359664917, 0.5350109338760376, 0.5280091762542725, 0.5252869129180908, 0.5252368450164795, 0.5218362808227539, 0.5175982713699341, 0.5135959386825562, 0.5129576325416565]"
11775,"[22102, 10398, 10167, 31306, 24, 157547, 102362, 133698, 50348, 4970]","[0.6078383326530457, 0.5141233205795288, 0.5066499710083008, 0.5057184100151062, 0.49475347995758057, 0.4931659698486328, 0.4844376742839813, 0.48283815383911133, 0.48000964522361755, 0.47191035747528076]"
87825,"[24663, 31007, 10390, 9464, 9541, 11354, 9676, 42888, 13159, 150689]","[0.4749618470668793, 0.46294155716896057, 0.45769205689430237, 0.45430025458335876, 0.45222073793411255, 0.4498182535171509, 0.44767650961875916, 0.4413090944290161, 0.4405513405799866, 0.43520063161849976]"
12201,"[9374, 807, 260346, 5503, 215, 11917, 11892, 169917, 94348, 12192]","[0.556999683380127, 0.5345790982246399, 0.5307334661483765, 0.527894914150238, 0.520907461643219, 0.5207634568214417, 0.517228364944458, 0.5123135447502136, 0.5075972080230713, 0.503545880317688]"
11015,"[45612, 35219, 48138, 18828, 201088, 69270, 22787, 15365, 9644, 352978]","[0.5085035562515259, 0.500819206237793, 0.48508748412132263, 0.472966730594635, 0.46899253129959106, 0.45809414982795715, 0.44368603825569153, 0.4427381157875061, 0.4423609673976898, 0.44106143712997437]"
